ix,iy,x_m,y_m,depth_m
0,0,-250.000000,-250.000000,10.431310
1,0,-245.000000,-250.000000,10.374603
2,0,-240.000000,-250.000000,10.323515
3,0,-235.000000,-250.000000,10.272508
4,0,-230.000000,-250.000000,10.221847
5,0,-225.000000,-250.000000,10.171187
6,0,-220.000000,-250.000000,10.120526
7,0,-215.000000,-250.000000,10.071160
8,0,-210.000000,-250.000000,10.023201
9,0,-205.000000,-250.000000,9.975468
10,0,-200.000000,-250.000000,9.927873
11,0,-195.000000,-250.000000,9.880277
12,0,-190.000000,-250.000000,9.832681
13,0,-185.000000,-250.000000,9.786343
14,0,-180.000000,-250.000000,9.740139
15,0,-175.000000,-250.000000,9.694198
16,0,-170.000000,-250.000000,9.648256
17,0,-165.000000,-250.000000,9.602315
18,0,-160.000000,-250.000000,9.557062
19,0,-155.000000,-250.000000,9.513079
20,0,-150.000000,-250.000000,9.469370
21,0,-145.000000,-250.000000,9.425940
22,0,-140.000000,-250.000000,9.382510
23,0,-135.000000,-250.000000,9.339080
24,0,-130.000000,-250.000000,9.297422
25,0,-125.000000,-250.000000,9.256243
26,0,-120.000000,-250.000000,9.215844
27,0,-115.000000,-250.000000,9.175502
28,0,-110.000000,-250.000000,9.135160
29,0,-105.000000,-250.000000,9.095044
30,0,-100.000000,-250.000000,9.055712
31,0,-95.000000,-250.000000,9.016557
32,0,-90.000000,-250.000000,8.977704
33,0,-85.000000,-250.000000,8.938852
34,0,-80.000000,-250.000000,8.900000
35,0,-75.000000,-250.000000,8.860642
36,0,-70.000000,-250.000000,8.821025
37,0,-65.000000,-250.000000,8.781041
38,0,-60.000000,-250.000000,8.740968
39,0,-55.000000,-250.000000,8.700895
40,0,-50.000000,-250.000000,8.660692
41,0,-45.000000,-250.000000,8.619258
42,0,-40.000000,-250.000000,8.577582
43,0,-35.000000,-250.000000,8.535147
44,0,-30.000000,-250.000000,8.492711
45,0,-25.000000,-250.000000,8.450276
46,0,-20.000000,-250.000000,8.407662
47,0,-15.000000,-250.000000,8.364892
48,0,-10.000000,-250.000000,8.321917
49,0,-5.000000,-250.000000,8.278843
50,0,0.000000,-250.000000,8.235770
51,0,5.000000,-250.000000,8.192697
52,0,10.000000,-250.000000,8.150831
53,0,15.000000,-250.000000,8.109162
54,0,20.000000,-250.000000,8.068719
55,0,25.000000,-250.000000,8.028276
56,0,30.000000,-250.000000,7.987833
57,0,35.000000,-250.000000,7.948219
58,0,40.000000,-250.000000,7.909833
59,0,45.000000,-250.000000,7.872981
60,0,50.000000,-250.000000,7.837392
61,0,55.000000,-250.000000,7.801803
62,0,60.000000,-250.000000,7.766213
63,0,65.000000,-250.000000,7.732016
64,0,70.000000,-250.000000,7.698085
65,0,75.000000,-250.000000,7.666900
66,0,80.000000,-250.000000,7.635757
67,0,85.000000,-250.000000,7.604615
68,0,90.000000,-250.000000,7.573659
69,0,95.000000,-250.000000,7.543193
70,0,100.000000,-250.000000,7.513325
71,0,105.000000,-250.000000,7.484283
72,0,110.000000,-250.000000,7.455240
73,0,115.000000,-250.000000,7.426197
74,0,120.000000,-250.000000,7.397181
75,0,125.000000,-250.000000,7.368175
76,0,130.000000,-250.000000,7.339255
77,0,135.000000,-250.000000,7.310349
78,0,140.000000,-250.000000,7.281443
79,0,145.000000,-250.000000,7.252548
80,0,150.000000,-250.000000,7.223719
81,0,155.000000,-250.000000,7.194969
82,0,160.000000,-250.000000,7.166411
83,0,165.000000,-250.000000,7.137853
84,0,170.000000,-250.000000,7.109295
85,0,175.000000,-250.000000,7.080956
86,0,180.000000,-250.000000,7.052774
87,0,185.000000,-250.000000,7.025934
88,0,190.000000,-250.000000,6.999595
89,0,195.000000,-250.000000,6.973255
90,0,200.000000,-250.000000,6.946923
91,0,205.000000,-250.000000,6.920992
92,0,210.000000,-250.000000,6.895562
93,0,215.000000,-250.000000,6.872671
94,0,220.000000,-250.000000,6.849780
95,0,225.000000,-250.000000,6.826889
96,0,230.000000,-250.000000,6.804074
97,0,235.000000,-250.000000,6.781350
98,0,240.000000,-250.000000,6.760005
99,0,245.000000,-250.000000,6.739578
100,0,250.000000,-250.000000,6.719151
0,1,-250.000000,-245.000000,10.443171
1,1,-245.000000,-245.000000,10.387725
2,1,-240.000000,-245.000000,10.337413
3,1,-235.000000,-245.000000,10.287174
4,1,-230.000000,-245.000000,10.237251
5,1,-225.000000,-245.000000,10.187329
6,1,-220.000000,-245.000000,10.137407
7,1,-215.000000,-245.000000,10.088595
8,1,-210.000000,-245.000000,10.040989
9,1,-205.000000,-245.000000,9.993578
10,1,-200.000000,-245.000000,9.946284
11,1,-195.000000,-245.000000,9.898990
12,1,-190.000000,-245.000000,9.851696
13,1,-185.000000,-245.000000,9.805472
14,1,-180.000000,-245.000000,9.759362
15,1,-175.000000,-245.000000,9.713476
16,1,-170.000000,-245.000000,9.667590
17,1,-165.000000,-245.000000,9.621704
18,1,-160.000000,-245.000000,9.576484
19,1,-155.000000,-245.000000,9.532494
20,1,-150.000000,-245.000000,9.488769
21,1,-145.000000,-245.000000,9.445314
22,1,-140.000000,-245.000000,9.401859
23,1,-135.000000,-245.000000,9.358404
24,1,-130.000000,-245.000000,9.316745
25,1,-125.000000,-245.000000,9.275570
26,1,-120.000000,-245.000000,9.235187
27,1,-115.000000,-245.000000,9.194861
28,1,-110.000000,-245.000000,9.154535
29,1,-105.000000,-245.000000,9.114456
30,1,-100.000000,-245.000000,9.075238
31,1,-95.000000,-245.000000,9.036214
32,1,-90.000000,-245.000000,8.997523
33,1,-85.000000,-245.000000,8.958831
34,1,-80.000000,-245.000000,8.920139
35,1,-75.000000,-245.000000,8.881037
36,1,-70.000000,-245.000000,8.841724
37,1,-65.000000,-245.000000,8.802113
38,1,-60.000000,-245.000000,8.762429
39,1,-55.000000,-245.000000,8.722746
40,1,-50.000000,-245.000000,8.682947
41,1,-45.000000,-245.000000,8.642044
42,1,-40.000000,-245.000000,8.600925
43,1,-35.000000,-245.000000,8.559125
44,1,-30.000000,-245.000000,8.517325
45,1,-25.000000,-245.000000,8.475525
46,1,-20.000000,-245.000000,8.433588
47,1,-15.000000,-245.000000,8.391532
48,1,-10.000000,-245.000000,8.349319
49,1,-5.000000,-245.000000,8.307030
50,1,0.000000,-245.000000,8.264742
51,1,5.000000,-245.000000,8.222454
52,1,10.000000,-245.000000,8.181354
53,1,15.000000,-245.000000,8.140447
54,1,20.000000,-245.000000,8.100746
55,1,25.000000,-245.000000,8.061045
56,1,30.000000,-245.000000,8.021344
57,1,35.000000,-245.000000,7.982434
58,1,40.000000,-245.000000,7.944692
59,1,45.000000,-245.000000,7.908414
60,1,50.000000,-245.000000,7.873337
61,1,55.000000,-245.000000,7.838261
62,1,60.000000,-245.000000,7.803185
63,1,65.000000,-245.000000,7.769414
64,1,70.000000,-245.000000,7.735892
65,1,75.000000,-245.000000,7.704946
66,1,80.000000,-245.000000,7.674040
67,1,85.000000,-245.000000,7.643133
68,1,90.000000,-245.000000,7.612400
69,1,95.000000,-245.000000,7.582124
70,1,100.000000,-245.000000,7.552405
71,1,105.000000,-245.000000,7.523455
72,1,110.000000,-245.000000,7.494505
73,1,115.000000,-245.000000,7.465555
74,1,120.000000,-245.000000,7.436639
75,1,125.000000,-245.000000,7.407737
76,1,130.000000,-245.000000,7.378946
77,1,135.000000,-245.000000,7.350173
78,1,140.000000,-245.000000,7.321401
79,1,145.000000,-245.000000,7.292642
80,1,150.000000,-245.000000,7.263963
81,1,155.000000,-245.000000,7.235380
82,1,160.000000,-245.000000,7.207031
83,1,165.000000,-245.000000,7.178682
84,1,170.000000,-245.000000,7.150333
85,1,175.000000,-245.000000,7.122194
86,1,180.000000,-245.000000,7.094205
87,1,185.000000,-245.000000,7.067501
88,1,190.000000,-245.000000,7.041276
89,1,195.000000,-245.000000,7.015052
90,1,200.000000,-245.000000,6.988834
91,1,205.000000,-245.000000,6.962983
92,1,210.000000,-245.000000,6.937590
93,1,215.000000,-245.000000,6.914517
94,1,220.000000,-245.000000,6.891445
95,1,225.000000,-245.000000,6.868372
96,1,230.000000,-245.000000,6.845366
97,1,235.000000,-245.000000,6.822439
98,1,240.000000,-245.000000,6.800714
99,1,245.000000,-245.000000,6.779789
100,1,250.000000,-245.000000,6.758864
0,2,-250.000000,-240.000000,10.455063
1,2,-245.000000,-240.000000,10.400889
2,2,-240.000000,-240.000000,10.351352
3,2,-235.000000,-240.000000,10.301882
4,2,-230.000000,-240.000000,10.252698
5,2,-225.000000,-240.000000,10.203514
6,2,-220.000000,-240.000000,10.154330
7,2,-215.000000,-240.000000,10.106065
8,2,-210.000000,-240.000000,10.058798
9,2,-205.000000,-240.000000,10.011691
10,2,-200.000000,-240.000000,9.964682
11,2,-195.000000,-240.000000,9.917672
12,2,-190.000000,-240.000000,9.870662
13,2,-185.000000,-240.000000,9.824527
14,2,-180.000000,-240.000000,9.778485
