ix,iy,x_m,y_m,depth_m
0,0,-250.000000,-250.000000,3.567228
1,0,-245.000000,-250.000000,3.570141
2,0,-240.000000,-250.000000,3.573010
3,0,-235.000000,-250.000000,3.575878
4,0,-230.000000,-250.000000,3.578747
5,0,-225.000000,-250.000000,3.573235
6,0,-220.000000,-250.000000,3.566835
7,0,-215.000000,-250.000000,3.559628
8,0,-210.000000,-250.000000,3.552420
9,0,-205.000000,-250.000000,3.545213
10,0,-200.000000,-250.000000,3.535773
11,0,-195.000000,-250.000000,3.522090
12,0,-190.000000,-250.000000,3.507910
13,0,-185.000000,-250.000000,3.493211
14,0,-180.000000,-250.000000,3.478513
15,0,-175.000000,-250.000000,3.463814
16,0,-170.000000,-250.000000,3.445516
17,0,-165.000000,-250.000000,3.426206
18,0,-160.000000,-250.000000,3.405917
19,0,-155.000000,-250.000000,3.385550
20,0,-150.000000,-250.000000,3.365184
21,0,-145.000000,-250.000000,3.343147
22,0,-140.000000,-250.000000,3.315073
23,0,-135.000000,-250.000000,3.286132
24,0,-130.000000,-250.000000,3.255661
25,0,-125.000000,-250.000000,3.225191
26,0,-120.000000,-250.000000,3.194720
27,0,-115.000000,-250.000000,3.157935
28,0,-110.000000,-250.000000,3.117790
29,0,-105.000000,-250.000000,3.074521
30,0,-100.000000,-250.000000,3.030460
31,0,-95.000000,-250.000000,2.986400
32,0,-90.000000,-250.000000,2.942065
33,0,-85.000000,-250.000000,2.894912
34,0,-80.000000,-250.000000,2.847387
35,0,-75.000000,-250.000000,2.798648
36,0,-70.000000,-250.000000,2.749908
37,0,-65.000000,-250.000000,2.701169
38,0,-60.000000,-250.000000,2.657783
39,0,-55.000000,-250.000000,2.619247
40,0,-50.000000,-250.000000,2.585079
41,0,-45.000000,-250.000000,2.553062
42,0,-40.000000,-250.000000,2.521045
43,0,-35.000000,-250.000000,2.489027
44,0,-30.000000,-250.000000,2.476265
45,0,-25.000000,-250.000000,2.465964
46,0,-20.000000,-250.000000,2.469779
47,0,-15.000000,-250.000000,2.473594
48,0,-10.000000,-250.000000,2.477409
49,0,-5.000000,-250.000000,2.488704
50,0,0.000000,-250.000000,2.511373
51,0,5.000000,-250.000000,2.543921
52,0,10.000000,-250.000000,2.584816
53,0,15.000000,-250.000000,2.625710
54,0,20.000000,-250.000000,2.666605
55,0,25.000000,-250.000000,2.714962
56,0,30.000000,-250.000000,2.764818
57,0,35.000000,-250.000000,2.825062
58,0,40.000000,-250.000000,2.885539
59,0,45.000000,-250.000000,2.946016
60,0,50.000000,-250.000000,3.006071
61,0,55.000000,-250.000000,3.064976
62,0,60.000000,-250.000000,3.122933
63,0,65.000000,-250.000000,3.179546
64,0,70.000000,-250.000000,3.236158
65,0,75.000000,-250.000000,3.292771
66,0,80.000000,-250.000000,3.344199
67,0,85.000000,-250.000000,3.393455
68,0,90.000000,-250.000000,3.431393
69,0,95.000000,-250.000000,3.467335
70,0,100.000000,-250.000000,3.503277
71,0,105.000000,-250.000000,3.538036
72,0,110.000000,-250.000000,3.565579
73,0,115.000000,-250.000000,3.587649
74,0,120.000000,-250.000000,3.596059
75,0,125.000000,-250.000000,3.604469
76,0,130.000000,-250.000000,3.612879
77,0,135.000000,-250.000000,3.617258
78,0,140.000000,-250.000000,3.618678
79,0,145.000000,-250.000000,3.605295
80,0,150.000000,-250.000000,3.586213
81,0,155.000000,-250.000000,3.567130
82,0,160.000000,-250.000000,3.547988
83,0,165.000000,-250.000000,3.524227
