ix,iy,x_m,y_m,depth_m
0,0,-250.000000,-250.000000,17.386064
1,0,-245.000000,-250.000000,17.259073
2,0,-240.000000,-250.000000,17.132082
3,0,-235.000000,-250.000000,17.005090
4,0,-230.000000,-250.000000,16.859377
5,0,-225.000000,-250.000000,16.701901
6,0,-220.000000,-250.000000,16.541804
7,0,-215.000000,-250.000000,16.380877
8,0,-210.000000,-250.000000,16.219950
9,0,-205.000000,-250.000000,16.058786
10,0,-200.000000,-250.000000,15.893140
11,0,-195.000000,-250.000000,15.727328
12,0,-190.000000,-250.000000,15.560833
13,0,-185.000000,-250.000000,15.394338
14,0,-180.000000,-250.000000,15.227843
15,0,-175.000000,-250.000000,15.068574
16,0,-170.000000,-250.000000,14.916944
17,0,-165.000000,-250.000000,14.767711
18,0,-160.000000,-250.000000,14.619876
19,0,-155.000000,-250.000000,14.472042
20,0,-150.000000,-250.000000,14.324208
21,0,-145.000000,-250.000000,14.193850
22,0,-140.000000,-250.000000,14.065405
23,0,-135.000000,-250.000000,13.942986
24,0,-130.000000,-250.000000,13.820566
25,0,-125.000000,-250.000000,13.698146
26,0,-120.000000,-250.000000,13.579494
27,0,-115.000000,-250.000000,13.467593
28,0,-110.000000,-250.000000,13.358018
29,0,-105.000000,-250.000000,13.250735
30,0,-100.000000,-250.000000,13.143453
31,0,-95.000000,-250.000000,13.036171
32,0,-90.000000,-250.000000,12.929109
33,0,-85.000000,-250.000000,12.822104
34,0,-80.000000,-250.000000,12.715243
35,0,-75.000000,-250.000000,12.608392
36,0,-70.000000,-250.000000,12.501540
37,0,-65.000000,-250.000000,12.394132
38,0,-60.000000,-250.000000,12.284858
39,0,-55.000000,-250.000000,12.174960
40,0,-50.000000,-250.000000,12.064026
41,0,-45.000000,-250.000000,11.953091
42,0,-40.000000,-250.000000,11.842156
43,0,-35.000000,-250.000000,11.733732
44,0,-30.000000,-250.000000,11.626567
45,0,-25.000000,-250.000000,11.521982
46,0,-20.000000,-250.000000,11.417997
47,0,-15.000000,-250.000000,11.314013
48,0,-10.000000,-250.000000,11.211299
49,0,-5.000000,-250.000000,11.119766
50,0,0.000000,-250.000000,11.031419
51,0,5.000000,-250.000000,10.952766
52,0,10.000000,-250.000000,10.874113
53,0,15.000000,-250.000000,10.795460
54,0,20.000000,-250.000000,10.725407
55,0,25.000000,-250.000000,10.662736
56,0,30.000000,-250.000000,10.613928
57,0,35.000000,-250.000000,10.571541
58,0,40.000000,-250.000000,10.529155
59,0,45.000000,-250.000000,10.486768
60,0,50.000000,-250.000000,10.456259
61,0,55.000000,-250.000000,10.428345
62,0,60.000000,-250.000000,10.417237
63,0,65.000000,-250.000000,10.406129
64,0,70.000000,-250.000000,10.395020
65,0,75.000000,-250.000000,10.385960
66,0,80.000000,-250.000000,10.379844
67,0,85.000000,-250.000000,10.379137
68,0,90.000000,-250.000000,10.382757
69,0,95.000000,-250.000000,10.386378
70,0,100.000000,-250.000000,10.389999
71,0,105.000000,-250.000000,10.393110
72,0,110.000000,-250.000000,10.396129
73,0,115.000000,-250.000000,10.397673
74,0,120.000000,-250.000000,10.399204
75,0,125.000000,-250.000000,10.400735
76,0,130.000000,-250.000000,10.401503
77,0,135.000000,-250.000000,10.400331
78,0,140.000000,-250.000000,10.395445
79,0,145.000000,-250.000000,10.385583
80,0,150.000000,-250.000000,10.375722
81,0,155.000000,-250.000000,10.365860
82,0,160.000000,-250.000000,10.354276
83,0,165.000000,-250.000000,10.342015
84,0,170.000000,-250.000000,10.320715
85,0,175.000000,-250.000000,10.297985
86,0,180.000000,-250.000000,10.275255
87,0,185.000000,-250.000000,10.252310
88,0,190.000000,-250.000000,10.228190
89,0,195.000000,-250.000000,10.201415
90,0,200.000000,-250.000000,10.168431
91,0,205.000000,-250.000000,10.135446
92,0,210.000000,-250.000000,10.102461
93,0,215.000000,-250.000000,10.069130
94,0,220.000000,-250.000000,10.035559
95,0,225.000000,-250.000000,9.997327
96,0,230.000000,-250.000000,9.957419
97,0,235.000000,-250.000000,9.917511
98,0,240.000000,-250.000000,9.877599
99,0,245.000000,-250.000000,9.837543
100,0,250.000000,-250.000000,9.796764
0,1,-250.000000,-245.000000,17.357614
1,1,-245.000000,-245.000000,17.233404
2,1,-240.000000,-245.000000,17.109193
3,1,-235.000000,-245.000000,16.984983
4,1,-230.000000,-245.000000,16.842521
5,1,-225.000000,-245.000000,16.688591
6,1,-220.000000,-245.000000,16.532106
7,1,-215.000000,-245.000000,16.374812
8,1,-210.000000,-245.000000,16.217517
9,1,-205.000000,-245.000000,16.059988
10,1,-200.000000,-245.000000,15.898012
11,1,-195.000000,-245.000000,15.735872
12,1,-190.000000,-245.000000,15.573054
13,1,-185.000000,-245.000000,15.410236
14,1,-180.000000,-245.000000,15.247417
15,1,-175.000000,-245.000000,15.091490
16,1,-170.000000,-245.000000,14.942847
17,1,-165.000000,-245.000000,14.796489
18,1,-160.000000,-245.000000,14.651465
19,1,-155.000000,-245.000000,14.506441
20,1,-150.000000,-245.000000,14.361417
21,1,-145.000000,-245.000000,14.232922
22,1,-140.000000,-245.000000,14.106235
23,1,-135.000000,-245.000000,13.985245
24,1,-130.000000,-245.000000,13.864256
25,1,-125.000000,-245.000000,13.743267
26,1,-120.000000,-245.000000,13.625738
27,1,-115.000000,-245.000000,13.514409
28,1,-110.000000,-245.000000,13.405215
29,1,-105.000000,-245.000000,13.298127
30,1,-100.000000,-245.000000,13.191038
31,1,-95.000000,-245.000000,13.083950
32,1,-90.000000,-245.000000,12.976771
33,1,-85.000000,-245.000000,12.869568
34,1,-80.000000,-245.000000,12.762305
35,1,-75.000000,-245.000000,12.655038
36,1,-70.000000,-245.000000,12.547771
37,1,-65.000000,-245.000000,12.439947
38,1,-60.000000,-245.000000,12.330258
39,1,-55.000000,-245.000000,12.219944
40,1,-50.000000,-245.000000,12.108594
41,1,-45.000000,-245.000000,11.997243
42,1,-40.000000,-245.000000,11.885892
43,1,-35.000000,-245.000000,11.777113
44,1,-30.000000,-245.000000,11.669622
45,1,-25.000000,-245.000000,11.564774
46,1,-20.000000,-245.000000,11.460541
47,1,-15.000000,-245.000000,11.356307
48,1,-10.000000,-245.000000,11.253340
49,1,-5.000000,-245.000000,11.161511
50,1,0.000000,-245.000000,11.072858
51,1,5.000000,-245.000000,10.993862
52,1,10.000000,-245.000000,10.914866
53,1,15.000000,-245.000000,10.835870
54,1,20.000000,-245.000000,10.765378
55,1,25.000000,-245.000000,10.702187
56,1,30.000000,-245.000000,10.652706
57,1,35.000000,-245.000000,10.609575
58,1,40.000000,-245.000000,10.566444
59,1,45.000000,-245.000000,10.523313
60,1,50.000000,-245.000000,10.491900
61,1,55.000000,-245.000000,10.463048
62,1,60.000000,-245.000000,10.450777
63,1,65.000000,-245.000000,10.438505
64,1,70.000000,-245.000000,10.426234
65,1,75.000000,-245.000000,10.415989
66,1,80.000000,-245.000000,10.408659
67,1,85.000000,-245.000000,10.406681
68,1,90.000000,-245.000000,10.408987
69,1,95.000000,-245.000000,10.411293
70,1,100.000000,-245.000000,10.413598
71,1,105.000000,-245.000000,10.415432
72,1,110.000000,-245.000000,10.417180
73,1,115.000000,-245.000000,10.417560
74,1,120.000000,-245.000000,10.417929
75,1,125.000000,-245.000000,10.418298
76,1,130.000000,-245.000000,10.417924
77,1,135.000000,-245.000000,10.415661
78,1,140.000000,-245.000000,10.409782
79,1,145.000000,-245.000000,10.399059
80,1,150.000000,-245.000000,10.388336
81,1,155.000000,-245.000000,10.377613
82,1,160.000000,-245.000000,10.365205
83,1,165.000000,-245.000000,10.352136
84,1,170.000000,-245.000000,10.330227
85,1,175.000000,-245.000000,10.306920
86,1,180.000000,-245.000000,10.283613
87,1,185.000000,-245.000000,10.260095
88,1,190.000000,-245.000000,10.235425
89,1,195.000000,-245.000000,10.208150
90,1,200.000000,-245.000000,10.174785
91,1,205.000000,-245.000000,10.141419
92,1,210.000000,-245.000000,10.108053
93,1,215.000000,-245.000000,10.074347
94,1,220.000000,-245.000000,10.040404
95,1,225.000000,-245.000000,10.001877
96,1,230.000000,-245.000000,9.961700
