ix,iy,x_m,y_m,depth_m
0,0,-250.000000,-250.000000,9.341297
1,0,-245.000000,-250.000000,9.294162
2,0,-240.000000,-250.000000,9.245299
3,0,-235.000000,-250.000000,9.196411
4,0,-230.000000,-250.000000,9.147416
5,0,-225.000000,-250.000000,9.098421
6,0,-220.000000,-250.000000,9.049426
7,0,-215.000000,-250.000000,8.999763
8,0,-210.000000,-250.000000,8.949375
9,0,-205.000000,-250.000000,8.898871
10,0,-200.000000,-250.000000,8.848295
11,0,-195.000000,-250.000000,8.797720
12,0,-190.000000,-250.000000,8.747145
13,0,-185.000000,-250.000000,8.695408
14,0,-180.000000,-250.000000,8.643548
15,0,-175.000000,-250.000000,8.591445
16,0,-170.000000,-250.000000,8.539342
17,0,-165.000000,-250.000000,8.487239
18,0,-160.000000,-250.000000,8.434682
19,0,-155.000000,-250.000000,8.381290
20,0,-150.000000,-250.000000,8.327716
21,0,-145.000000,-250.000000,8.273958
22,0,-140.000000,-250.000000,8.220201
23,0,-135.000000,-250.000000,8.166443
24,0,-130.000000,-250.000000,8.111626
25,0,-125.000000,-250.000000,8.056522
26,0,-120.000000,-250.000000,8.000950
27,0,-115.000000,-250.000000,7.945345
28,0,-110.000000,-250.000000,7.889740
29,0,-105.000000,-250.000000,7.833836
30,0,-100.000000,-250.000000,7.776894
31,0,-95.000000,-250.000000,7.719717
32,0,-90.000000,-250.000000,7.662140
33,0,-85.000000,-250.000000,7.604562
34,0,-80.000000,-250.000000,7.546985
35,0,-75.000000,-250.000000,7.488638
36,0,-70.000000,-250.000000,7.429894
37,0,-65.000000,-250.000000,7.370592
38,0,-60.000000,-250.000000,7.311155
39,0,-55.000000,-250.000000,7.251717
40,0,-50.000000,-250.000000,7.192205
41,0,-45.000000,-250.000000,7.131980
42,0,-40.000000,-250.000000,7.071615
43,0,-35.000000,-250.000000,7.010811
44,0,-30.000000,-250.000000,6.950007
45,0,-25.000000,-250.000000,6.889202
46,0,-20.000000,-250.000000,6.828239
47,0,-15.000000,-250.000000,6.767136
48,0,-10.000000,-250.000000,6.705850
49,0,-5.000000,-250.000000,6.644477
50,0,0.000000,-250.000000,6.583104
51,0,5.000000,-250.000000,6.521731
52,0,10.000000,-250.000000,6.460350
53,0,15.000000,-250.000000,6.398967
54,0,20.000000,-250.000000,6.337576
55,0,25.000000,-250.000000,6.276184
56,0,30.000000,-250.000000,6.214793
57,0,35.000000,-250.000000,6.153277
58,0,40.000000,-250.000000,6.091579
59,0,45.000000,-250.000000,6.029650
60,0,50.000000,-250.000000,5.967534
61,0,55.000000,-250.000000,5.905417
62,0,60.000000,-250.000000,5.843300
63,0,65.000000,-250.000000,5.780139
64,0,70.000000,-250.000000,5.716778
65,0,75.000000,-250.000000,5.651357
66,0,80.000000,-250.000000,5.585904
67,0,85.000000,-250.000000,5.520451
68,0,90.000000,-250.000000,5.454416
69,0,95.000000,-250.000000,5.386849
70,0,100.000000,-250.000000,5.317409
71,0,105.000000,-250.000000,5.245390
72,0,110.000000,-250.000000,5.173371
73,0,115.000000,-250.000000,5.101352
74,0,120.000000,-250.000000,5.028093
75,0,125.000000,-250.000000,4.954330
76,0,130.000000,-250.000000,4.876552
77,0,135.000000,-250.000000,4.798102
78,0,140.000000,-250.000000,4.719652
79,0,145.000000,-250.000000,4.641245
80,0,150.000000,-250.000000,4.563085
81,0,155.000000,-250.000000,4.485225
82,0,160.000000,-250.000000,4.408091
83,0,165.000000,-250.000000,4.330957
84,0,170.000000,-250.000000,4.253823
85,0,175.000000,-250.000000,4.178242
86,0,180.000000,-250.000000,4.103769
87,0,185.000000,-250.000000,4.038800
88,0,190.000000,-250.000000,3.977368
89,0,195.000000,-250.000000,3.915937
90,0,200.000000,-250.000000,3.854569
91,0,205.000000,-250.000000,3.796434
92,0,210.000000,-250.000000,3.742333
93,0,215.000000,-250.000000,3.708686
94,0,220.000000,-250.000000,3.675039
95,0,225.000000,-250.000000,3.641393
96,0,230.000000,-250.000000,3.608582
97,0,235.000000,-250.000000,3.576770
98,0,240.000000,-250.000000,3.560117
99,0,245.000000,-250.000000,3.553538
100,0,250.000000,-250.000000,3.546959
0,1,-250.000000,-245.000000,9.342541
1,1,-245.000000,-245.000000,9.295225
2,1,-240.000000,-245.000000,9.246189
3,1,-235.000000,-245.000000,9.197129
4,1,-230.000000,-245.000000,9.147963
5,1,-225.000000,-245.000000,9.098796
6,1,-220.000000,-245.000000,9.049630
7,1,-215.000000,-245.000000,8.999794
8,1,-210.000000,-245.000000,8.949232
9,1,-205.000000,-245.000000,8.898552
10,1,-200.000000,-245.000000,8.847801
11,1,-195.000000,-245.000000,8.797051
12,1,-190.000000,-245.000000,8.746300
13,1,-185.000000,-245.000000,8.694372
14,1,-180.000000,-245.000000,8.642320
15,1,-175.000000,-245.000000,8.590021
16,1,-170.000000,-245.000000,8.537722
17,1,-165.000000,-245.000000,8.485423
18,1,-160.000000,-245.000000,8.432658
19,1,-155.000000,-245.000000,8.379035
20,1,-150.000000,-245.000000,8.325226
21,1,-145.000000,-245.000000,8.271229
22,1,-140.000000,-245.000000,8.217232
23,1,-135.000000,-245.000000,8.163235
24,1,-130.000000,-245.000000,8.108134
25,1,-125.000000,-245.000000,8.052736
26,1,-120.000000,-245.000000,7.996852
27,1,-115.000000,-245.000000,7.940933
28,1,-110.000000,-245.000000,7.885013
29,1,-105.000000,-245.000000,7.828779
30,1,-100.000000,-245.000000,7.771448
31,1,-95.000000,-245.000000,7.713871
32,1,-90.000000,-245.000000,7.655870
33,1,-85.000000,-245.000000,7.597870
34,1,-80.000000,-245.000000,7.539869
35,1,-75.000000,-245.000000,7.481046
36,1,-70.000000,-245.000000,7.421798
37,1,-65.000000,-245.000000,7.361954
38,1,-60.000000,-245.000000,7.301965
39,1,-55.000000,-245.000000,7.241975
40,1,-50.000000,-245.000000,7.181905
41,1,-45.000000,-245.000000,7.121071
42,1,-40.000000,-245.000000,7.060087
43,1,-35.000000,-245.000000,6.998631
44,1,-30.000000,-245.000000,6.937175
45,1,-25.000000,-245.000000,6.875719
46,1,-20.000000,-245.000000,6.814110
47,1,-15.000000,-245.000000,6.752367
48,1,-10.000000,-245.000000,6.690448
49,1,-5.000000,-245.000000,6.628445
50,1,0.000000,-245.000000,6.566442
51,1,5.000000,-245.000000,6.504439
52,1,10.000000,-245.000000,6.442541
53,1,15.000000,-245.000000,6.380660
54,1,20.000000,-245.000000,6.318884
55,1,25.000000,-245.000000,6.257109
56,1,30.000000,-245.000000,6.195333
57,1,35.000000,-245.000000,6.133521
58,1,40.000000,-245.000000,6.071654
59,1,45.000000,-245.000000,6.009718
60,1,50.000000,-245.000000,5.947726
61,1,55.000000,-245.000000,5.885734
62,1,60.000000,-245.000000,5.823742
63,1,65.000000,-245.000000,5.760921
64,1,70.000000,-245.000000,5.697942
65,1,75.000000,-245.000000,5.633326
66,1,80.000000,-245.000000,5.568685
67,1,85.000000,-245.000000,5.504044
68,1,90.000000,-245.000000,5.438881
69,1,95.000000,-245.000000,5.372342
70,1,100.000000,-245.000000,5.304121
71,1,105.000000,-245.000000,5.233585
72,1,110.000000,-245.000000,5.163050
73,1,115.000000,-245.000000,5.092514
74,1,120.000000,-245.000000,5.020820
75,1,125.000000,-245.000000,4.948657
76,1,130.000000,-245.000000,4.872745
77,1,135.000000,-245.000000,4.796207
78,1,140.000000,-245.000000,4.719669
79,1,145.000000,-245.000000,4.643173
80,1,150.000000,-245.000000,4.566926
81,1,155.000000,-245.000000,4.490982
82,1,160.000000,-245.000000,4.415766
83,1,165.000000,-245.000000,4.340551
84,1,170.000000,-245.000000,4.265335
85,1,175.000000,-245.000000,4.191626
86,1,180.000000,-245.000000,4.118993
87,1,185.000000,-245.000000,4.055580
88,1,190.000000,-245.000000,3.995599
89,1,195.000000,-245.000000,3.935618
90,1,200.000000,-245.000000,3.875699
91,1,205.000000,-245.000000,3.818922
92,1,210.000000,-245.000000,3.766066
93,1,215.000000,-245.000000,3.733089
94,1,220.000000,-245.000000,3.700112
95,1,225.000000,-245.000000,3.667135
96,1,230.000000,-245.000000,3.634971
97,1,235.000000,-245.000000,3.603780
98,1,240.000000,-245.000000,3.587336
99,1,245.000000,-245.000000,3.580693
100,1,250.000000,-245.000000,3.574051
0,2,-250.000000,-240.000000,9.343786
1,2,-245.000000,-240.000000,9.296288
2,2,-240.000000,-240.000000,9.247080
3,2,-235.000000,-240.000000,9.197847
4,2,-230.000000,-240.000000,9.148510
5,2,-225.000000,-240.000000,9.099172
6,2,-220.000000,-240.000000,9.049834
7,2,-215.000000,-240.000000,8.999825
8,2,-210.000000,-240.000000,8.949088
9,2,-205.000000,-240.000000,8.898233
10,2,-200.000000,-240.000000,8.847307
11,2,-195.000000,-240.000000,8.796381
