ix,iy,x_m,y_m,depth_m
0,0,-250.000000,-250.000000,9.657407
1,0,-245.000000,-250.000000,9.635026
2,0,-240.000000,-250.000000,9.613475
3,0,-235.000000,-250.000000,9.591937
4,0,-230.000000,-250.000000,9.570450
5,0,-225.000000,-250.000000,9.548963
6,0,-220.000000,-250.000000,9.527475
7,0,-215.000000,-250.000000,9.505848
8,0,-210.000000,-250.000000,9.484069
9,0,-205.000000,-250.000000,9.462265
10,0,-200.000000,-250.000000,9.440446
11,0,-195.000000,-250.000000,9.418627
12,0,-190.000000,-250.000000,9.396808
13,0,-185.000000,-250.000000,9.374207
14,0,-180.000000,-250.000000,9.351522
15,0,-175.000000,-250.000000,9.328674
16,0,-170.000000,-250.000000,9.305825
17,0,-165.000000,-250.000000,9.282977
18,0,-160.000000,-250.000000,9.260018
19,0,-155.000000,-250.000000,9.236857
20,0,-150.000000,-250.000000,9.213652
21,0,-145.000000,-250.000000,9.190402
22,0,-140.000000,-250.000000,9.167153
23,0,-135.000000,-250.000000,9.143903
24,0,-130.000000,-250.000000,9.121166
25,0,-125.000000,-250.000000,9.098567
26,0,-120.000000,-250.000000,9.076193
27,0,-115.000000,-250.000000,9.053837
28,0,-110.000000,-250.000000,9.031480
29,0,-105.000000,-250.000000,9.009345
30,0,-100.000000,-250.000000,8.987980
31,0,-95.000000,-250.000000,8.966789
32,0,-90.000000,-250.000000,8.945895
33,0,-85.000000,-250.000000,8.925002
34,0,-80.000000,-250.000000,8.904108
35,0,-75.000000,-250.000000,8.883504
36,0,-70.000000,-250.000000,8.863049
37,0,-65.000000,-250.000000,8.842803
38,0,-60.000000,-250.000000,8.822608
39,0,-55.000000,-250.000000,8.802414
40,0,-50.000000,-250.000000,8.782192
41,0,-45.000000,-250.000000,8.761708
42,0,-40.000000,-250.000000,8.741173
43,0,-35.000000,-250.000000,8.720477
44,0,-30.000000,-250.000000,8.699781
45,0,-25.000000,-250.000000,8.679085
46,0,-20.000000,-250.000000,8.658199
47,0,-15.000000,-250.000000,8.637145
48,0,-10.000000,-250.000000,8.615873
49,0,-5.000000,-250.000000,8.594496
50,0,0.000000,-250.000000,8.573119
51,0,5.000000,-250.000000,8.551742
52,0,10.000000,-250.000000,8.530604
53,0,15.000000,-250.000000,8.509504
54,0,20.000000,-250.000000,8.488646
55,0,25.000000,-250.000000,8.467789
56,0,30.000000,-250.000000,8.446931
57,0,35.000000,-250.000000,8.426400
58,0,40.000000,-250.000000,8.406351
59,0,45.000000,-250.000000,8.386907
60,0,50.000000,-250.000000,8.367958
61,0,55.000000,-250.000000,8.349010
62,0,60.000000,-250.000000,8.330062
63,0,65.000000,-250.000000,8.311764
64,0,70.000000,-250.000000,8.293589
65,0,75.000000,-250.000000,8.276697
66,0,80.000000,-250.000000,8.259824
67,0,85.000000,-250.000000,8.242952
68,0,90.000000,-250.000000,8.226164
69,0,95.000000,-250.000000,8.209599
70,0,100.000000,-250.000000,8.193307
71,0,105.000000,-250.000000,8.177390
72,0,110.000000,-250.000000,8.161473
73,0,115.000000,-250.000000,8.145556
74,0,120.000000,-250.000000,8.129600
75,0,125.000000,-250.000000,8.113628
76,0,130.000000,-250.000000,8.097528
77,0,135.000000,-250.000000,8.081406
78,0,140.000000,-250.000000,8.065285
79,0,145.000000,-250.000000,8.049150
80,0,150.000000,-250.000000,8.032938
81,0,155.000000,-250.000000,8.016630
82,0,160.000000,-250.000000,8.000094
83,0,165.000000,-250.000000,7.983557
84,0,170.000000,-250.000000,7.967021
85,0,175.000000,-250.000000,7.950483
86,0,180.000000,-250.000000,7.933944
87,0,185.000000,-250.000000,7.917396
88,0,190.000000,-250.000000,7.900844
89,0,195.000000,-250.000000,7.884292
90,0,200.000000,-250.000000,7.867740
91,0,205.000000,-250.000000,7.851188
92,0,210.000000,-250.000000,7.834636
93,0,215.000000,-250.000000,7.818085
94,0,220.000000,-250.000000,7.801534
95,0,225.000000,-250.000000,7.784983
96,0,230.000000,-250.000000,7.768413
97,0,235.000000,-250.000000,7.751819
98,0,240.000000,-250.000000,7.734878
99,0,245.000000,-250.000000,7.717706
100,0,250.000000,-250.000000,7.700534
0,1,-250.000000,-245.000000,9.645430
1,1,-245.000000,-245.000000,9.623188
2,1,-240.000000,-245.000000,9.601770
3,1,-235.000000,-245.000000,9.580364
4,1,-230.000000,-245.000000,9.559009
5,1,-225.000000,-245.000000,9.537654
6,1,-220.000000,-245.000000,9.516299
7,1,-215.000000,-245.000000,9.494794
8,1,-210.000000,-245.000000,9.473127
9,1,-205.000000,-245.000000,9.451433
10,1,-200.000000,-245.000000,9.429723
11,1,-195.000000,-245.000000,9.408014
12,1,-190.000000,-245.000000,9.386304
13,1,-185.000000,-245.000000,9.363762
14,1,-180.000000,-245.000000,9.341132
15,1,-175.000000,-245.000000,9.318327
16,1,-170.000000,-245.000000,9.295523
17,1,-165.000000,-245.000000,9.272718
18,1,-160.000000,-245.000000,9.249785
19,1,-155.000000,-245.000000,9.226614
20,1,-150.000000,-245.000000,9.203392
21,1,-145.000000,-245.000000,9.180118
22,1,-140.000000,-245.000000,9.156843
23,1,-135.000000,-245.000000,9.133569
24,1,-130.000000,-245.000000,9.110806
25,1,-125.000000,-245.000000,9.088181
26,1,-120.000000,-245.000000,9.065781
27,1,-115.000000,-245.000000,9.043398
28,1,-110.000000,-245.000000,9.021014
29,1,-105.000000,-245.000000,8.998864
30,1,-100.000000,-245.000000,8.977525
31,1,-95.000000,-245.000000,8.956370
32,1,-90.000000,-245.000000,8.935528
33,1,-85.000000,-245.000000,8.914685
34,1,-80.000000,-245.000000,8.893843
35,1,-75.000000,-245.000000,8.873326
36,1,-70.000000,-245.000000,8.852976
37,1,-65.000000,-245.000000,8.832862
38,1,-60.000000,-245.000000,8.812805
39,1,-55.000000,-245.000000,8.792749
40,1,-50.000000,-245.000000,8.772665
41,1,-45.000000,-245.000000,8.752328
42,1,-40.000000,-245.000000,8.731941
43,1,-35.000000,-245.000000,8.711398
44,1,-30.000000,-245.000000,8.690854
45,1,-25.000000,-245.000000,8.670310
46,1,-20.000000,-245.000000,8.649561
47,1,-15.000000,-245.000000,8.628631
48,1,-10.000000,-245.000000,8.607465
49,1,-5.000000,-245.000000,8.586186
50,1,0.000000,-245.000000,8.564906
51,1,5.000000,-245.000000,8.543627
52,1,10.000000,-245.000000,8.522567
53,1,15.000000,-245.000000,8.501543
54,1,20.000000,-245.000000,8.480741
55,1,25.000000,-245.000000,8.459939
56,1,30.000000,-245.000000,8.439138
57,1,35.000000,-245.000000,8.418669
58,1,40.000000,-245.000000,8.398692
59,1,45.000000,-245.000000,8.379330
60,1,50.000000,-245.000000,8.360474
61,1,55.000000,-245.000000,8.341618
62,1,60.000000,-245.000000,8.322762
63,1,65.000000,-245.000000,8.304583
64,1,70.000000,-245.000000,8.286533
65,1,75.000000,-245.000000,8.269818
66,1,80.000000,-245.000000,8.253124
67,1,85.000000,-245.000000,8.236429
68,1,90.000000,-245.000000,8.219825
69,1,95.000000,-245.000000,8.203456
70,1,100.000000,-245.000000,8.187375
71,1,105.000000,-245.000000,8.171692
72,1,110.000000,-245.000000,8.156008
73,1,115.000000,-245.000000,8.140324
74,1,120.000000,-245.000000,8.124598
75,1,125.000000,-245.000000,8.108854
76,1,130.000000,-245.000000,8.092971
77,1,135.000000,-245.000000,8.077065
78,1,140.000000,-245.000000,8.061158
79,1,145.000000,-245.000000,8.045237
80,1,150.000000,-245.000000,8.029227
81,1,155.000000,-245.000000,8.013110
82,1,160.000000,-245.000000,7.996733
83,1,165.000000,-245.000000,7.980357
84,1,170.000000,-245.000000,7.963980
85,1,175.000000,-245.000000,7.947599
86,1,180.000000,-245.000000,7.931214
87,1,185.000000,-245.000000,7.914800
88,1,190.000000,-245.000000,7.898375
89,1,195.000000,-245.000000,7.881950
90,1,200.000000,-245.000000,7.865526
91,1,205.000000,-245.000000,7.849102
92,1,210.000000,-245.000000,7.832678
