ix,iy,x_m,y_m,depth_m
0,0,-250.000000,-250.000000,6.515292
1,0,-245.000000,-250.000000,6.494260
2,0,-240.000000,-250.000000,6.473218
3,0,-235.000000,-250.000000,6.452175
4,0,-230.000000,-250.000000,6.431132
5,0,-225.000000,-250.000000,6.410311
6,0,-220.000000,-250.000000,6.389514
7,0,-215.000000,-250.000000,6.368738
8,0,-210.000000,-250.000000,6.347962
9,0,-205.000000,-250.000000,6.327186
10,0,-200.000000,-250.000000,6.307005
11,0,-195.000000,-250.000000,6.287954
12,0,-190.000000,-250.000000,6.269036
13,0,-185.000000,-250.000000,6.250256
14,0,-180.000000,-250.000000,6.231476
15,0,-175.000000,-250.000000,6.212696
16,0,-170.000000,-250.000000,6.195251
17,0,-165.000000,-250.000000,6.178181
18,0,-160.000000,-250.000000,6.161474
19,0,-155.000000,-250.000000,6.144795
20,0,-150.000000,-250.000000,6.128117
21,0,-145.000000,-250.000000,6.111503
22,0,-140.000000,-250.000000,6.095123
23,0,-135.000000,-250.000000,6.078777
24,0,-130.000000,-250.000000,6.062489
25,0,-125.000000,-250.000000,6.046202
26,0,-120.000000,-250.000000,6.029915
27,0,-115.000000,-250.000000,6.013127
28,0,-110.000000,-250.000000,5.996073
29,0,-105.000000,-250.000000,5.978771
30,0,-100.000000,-250.000000,5.961406
31,0,-95.000000,-250.000000,5.944042
32,0,-90.000000,-250.000000,5.926645
33,0,-85.000000,-250.000000,5.908917
34,0,-80.000000,-250.000000,5.891145
35,0,-75.000000,-250.000000,5.873231
36,0,-70.000000,-250.000000,5.855317
37,0,-65.000000,-250.000000,5.837403
38,0,-60.000000,-250.000000,5.819895
39,0,-55.000000,-250.000000,5.802754
40,0,-50.000000,-250.000000,5.785945
41,0,-45.000000,-250.000000,5.769298
42,0,-40.000000,-250.000000,5.752652
43,0,-35.000000,-250.000000,5.736006
44,0,-30.000000,-250.000000,5.720482
45,0,-25.000000,-250.000000,5.705103
46,0,-20.000000,-250.000000,5.690546
47,0,-15.000000,-250.000000,5.675990
48,0,-10.000000,-250.000000,5.661433
49,0,-5.000000,-250.000000,5.647049
50,0,0.000000,-250.000000,5.632926
51,0,5.000000,-250.000000,5.619031
52,0,10.000000,-250.000000,5.605328
53,0,15.000000,-250.000000,5.591625
54,0,20.000000,-250.000000,5.577923
55,0,25.000000,-250.000000,5.563823
56,0,30.000000,-250.000000,5.549644
57,0,35.000000,-250.000000,5.534914
58,0,40.000000,-250.000000,5.520170
59,0,45.000000,-250.000000,5.505427
60,0,50.000000,-250.000000,5.490512
61,0,55.000000,-250.000000,5.475129
62,0,60.000000,-250.000000,5.459359
63,0,65.000000,-250.000000,5.443042
64,0,70.000000,-250.000000,5.426725
65,0,75.000000,-250.000000,5.410407
66,0,80.000000,-250.000000,5.393919
67,0,85.000000,-250.000000,5.377358
68,0,90.000000,-250.000000,5.360422
69,0,95.000000,-250.000000,5.343420
70,0,100.000000,-250.000000,5.326418
71,0,105.000000,-250.000000,5.309403
72,0,110.000000,-250.000000,5.292308
73,0,115.000000,-250.000000,5.275153
74,0,120.000000,-250.000000,5.257846
75,0,125.000000,-250.000000,5.240539
76,0,130.000000,-250.000000,5.223232
77,0,135.000000,-250.000000,5.205669
78,0,140.000000,-250.000000,5.187917
79,0,145.000000,-250.000000,5.169222
80,0,150.000000,-250.000000,5.150164
81,0,155.000000,-250.000000,5.131106
82,0,160.000000,-250.000000,5.112038
83,0,165.000000,-250.000000,5.092235
84,0,170.000000,-250.000000,5.071970
85,0,175.000000,-250.000000,5.049246
86,0,180.000000,-250.000000,5.026522
87,0,185.000000,-250.000000,5.003798
88,0,190.000000,-250.000000,4.980860
89,0,195.000000,-250.000000,4.957659
90,0,200.000000,-250.000000,4.932883
91,0,205.000000,-250.000000,4.907032
92,0,210.000000,-250.000000,4.881181
93,0,215.000000,-250.000000,4.855330
94,0,220.000000,-250.000000,4.829580
95,0,225.000000,-250.000000,4.803872
96,0,230.000000,-250.000000,4.779139
97,0,235.000000,-250.000000,4.754406
98,0,240.000000,-250.000000,4.729674
99,0,245.000000,-250.000000,4.705047
100,0,250.000000,-250.000000,4.680648
0,1,-250.000000,-245.000000,6.549217
1,1,-245.000000,-245.000000,6.527635
2,1,-240.000000,-245.000000,6.506042
3,1,-235.000000,-245.000000,6.484449
4,1,-230.000000,-245.000000,6.462857
5,1,-225.000000,-245.000000,6.441602
6,1,-220.000000,-245.000000,6.420383
7,1,-215.000000,-245.000000,6.399197
8,1,-210.000000,-245.000000,6.378011
9,1,-205.000000,-245.000000,6.356825
10,1,-200.000000,-245.000000,6.336253
11,1,-195.000000,-245.000000,6.316847
12,1,-190.000000,-245.000000,6.297578
13,1,-185.000000,-245.000000,6.278452
14,1,-180.000000,-245.000000,6.259325
15,1,-175.000000,-245.000000,6.240199
16,1,-170.000000,-245.000000,6.222400
17,1,-165.000000,-245.000000,6.204974
18,1,-160.000000,-245.000000,6.187909
19,1,-155.000000,-245.000000,6.170873
20,1,-150.000000,-245.000000,6.153837
21,1,-145.000000,-245.000000,6.136866
22,1,-140.000000,-245.000000,6.120130
23,1,-135.000000,-245.000000,6.103427
24,1,-130.000000,-245.000000,6.086784
25,1,-125.000000,-245.000000,6.070142
26,1,-120.000000,-245.000000,6.053499
27,1,-115.000000,-245.000000,6.036386
28,1,-110.000000,-245.000000,6.019024
29,1,-105.000000,-245.000000,6.001429
30,1,-100.000000,-245.000000,5.983776
31,1,-95.000000,-245.000000,5.966122
32,1,-90.000000,-245.000000,5.948442
33,1,-85.000000,-245.000000,5.930488
34,1,-80.000000,-245.000000,5.912498
35,1,-75.000000,-245.000000,5.894390
36,1,-70.000000,-245.000000,5.876282
37,1,-65.000000,-245.000000,5.858174
38,1,-60.000000,-245.000000,5.840493
39,1,-55.000000,-245.000000,5.823198
40,1,-50.000000,-245.000000,5.806251
41,1,-45.000000,-245.000000,5.789476
42,1,-40.000000,-245.000000,5.772700
43,1,-35.000000,-245.000000,5.755925
44,1,-30.000000,-245.000000,5.740286
45,1,-25.000000,-245.000000,5.724793
46,1,-20.000000,-245.000000,5.710133
47,1,-15.000000,-245.000000,5.695473
48,1,-10.000000,-245.000000,5.680813
49,1,-5.000000,-245.000000,5.666331
50,1,0.000000,-245.000000,5.652117
51,1,5.000000,-245.000000,5.638138
52,1,10.000000,-245.000000,5.624356
53,1,15.000000,-245.000000,5.610574
54,1,20.000000,-245.000000,5.596792
55,1,25.000000,-245.000000,5.582631
56,1,30.000000,-245.000000,5.568395
57,1,35.000000,-245.000000,5.553633
58,1,40.000000,-245.000000,5.538859
59,1,45.000000,-245.000000,5.524084
60,1,50.000000,-245.000000,5.509144
61,1,55.000000,-245.000000,5.493751
62,1,60.000000,-245.000000,5.477984
63,1,65.000000,-245.000000,5.461689
64,1,70.000000,-245.000000,5.445393
65,1,75.000000,-245.000000,5.429098
66,1,80.000000,-245.000000,5.412638
67,1,85.000000,-245.000000,5.396108
68,1,90.000000,-245.000000,5.379219
69,1,95.000000,-245.000000,5.362266
70,1,100.000000,-245.000000,5.345313
71,1,105.000000,-245.000000,5.328348
72,1,110.000000,-245.000000,5.311305
73,1,115.000000,-245.000000,5.294204
74,1,120.000000,-245.000000,5.276957
75,1,125.000000,-245.000000,5.259710
76,1,130.000000,-245.000000,5.242462
77,1,135.000000,-245.000000,5.224963
78,1,140.000000,-245.000000,5.207280
79,1,145.000000,-245.000000,5.188673
80,1,150.000000,-245.000000,5.169711
81,1,155.000000,-245.000000,5.150749
82,1,160.000000,-245.000000,5.131777
83,1,165.000000,-245.000000,5.112087
84,1,170.000000,-245.000000,5.091946
85,1,175.000000,-245.000000,5.069405
86,1,180.000000,-245.000000,5.046864
87,1,185.000000,-245.000000,5.024323
88,1,190.000000,-245.000000,5.001576
89,1,195.000000,-245.000000,4.978573
90,1,200.000000,-245.000000,4.954048
91,1,205.000000,-245.000000,4.928482
92,1,210.000000,-245.000000,4.902916
93,1,215.000000,-245.000000,4.877350
94,1,220.000000,-245.000000,4.851888
95,1,225.000000,-245.000000,4.826471
96,1,230.000000,-245.000000,4.802064
97,1,235.000000,-245.000000,4.777657
98,1,240.000000,-245.000000,4.753249
99,1,245.000000,-245.000000,4.728948
100,1,250.000000,-245.000000,4.704871
0,2,-250.000000,-240.000000,6.583502
1,2,-245.000000,-240.000000,6.561351
2,2,-240.000000,-240.000000,6.539190
3,2,-235.000000,-240.000000,6.517030
4,2,-230.000000,-240.000000,6.494869
5,2,-225.000000,-240.000000,6.473170
6,2,-220.000000,-240.000000,6.451519
7,2,-215.000000,-240.000000,6.429913
8,2,-210.000000,-240.000000,6.408307
9,2,-205.000000,-240.000000,6.386701
10,2,-200.000000,-240.000000,6.365729
11,2,-195.000000,-240.000000,6.345962
12,2,-190.000000,-240.000000,6.326336
13,2,-185.000000,-240.000000,6.306858
14,2,-180.000000,-240.000000,6.287379
15,2,-175.000000,-240.000000,6.267901
16,2,-170.000000,-240.000000,6.249742
17,2,-165.000000,-240.000000,6.231954
18,2,-160.000000,-240.000000,6.214524
19,2,-155.000000,-240.000000,6.197123
20,2,-150.000000,-240.000000,6.179723
21,2,-145.000000,-240.000000,6.162387
22,2,-140.000000,-240.000000,6.145285
23,2,-135.000000,-240.000000,6.128217
24,2,-130.000000,-240.000000,6.111209
25,2,-125.000000,-240.000000,6.094201
26,2,-120.000000,-240.000000,6.077192
27,2,-115.000000,-240.000000,6.059745
28,2,-110.000000,-240.000000,6.042064
29,2,-105.000000,-240.000000,6.024166
30,2,-100.000000,-240.000000,6.006213
31,2,-95.000000,-240.000000,5.988260
32,2,-90.000000,-240.000000,5.970286
33,2,-85.000000,-240.000000,5.952097
34,2,-80.000000,-240.000000,5.933880
35,2,-75.000000,-240.000000,5.915570
36,2,-70.000000,-240.000000,5.897260
37,2,-65.000000,-240.000000,5.878950
38,2,-60.000000,-240.000000,5.861089
39,2,-55.000000,-240.000000,5.843633
40,2,-50.000000,-240.000000,5.826544
41,2,-45.000000,-240.000000,5.809634
42,2,-40.000000,-240.000000,5.792725
43,2,-35.000000,-240.000000,5.775816
44,2,-30.000000,-240.000000,5.760058
45,2,-25.000000,-240.000000,5.744447
46,2,-20.000000,-240.000000,5.729680
47,2,-15.000000,-240.000000,5.714913
48,2,-10.000000,-240.000000,5.700146
49,2,-5.000000,-240.000000,5.685561
50,2,0.000000,-240.000000,5.671253
51,2,5.000000,-240.000000,5.657184
52,2,10.000000,-240.000000,5.643319
53,2,15.000000,-240.000000,5.629454
54,2,20.000000,-240.000000,5.615588
55,2,25.000000,-240.000000,5.601363
