ix,iy,x_m,y_m,depth_m
0,0,-250.000000,-250.000000,10.442790
1,0,-245.000000,-250.000000,10.449239
2,0,-240.000000,-250.000000,10.455688
3,0,-235.000000,-250.000000,10.462136
4,0,-230.000000,-250.000000,10.469113
5,0,-225.000000,-250.000000,10.476422
6,0,-220.000000,-250.000000,10.483804
7,0,-215.000000,-250.000000,10.491210
8,0,-210.000000,-250.000000,10.498616
9,0,-205.000000,-250.000000,10.505999
10,0,-200.000000,-250.000000,10.512940
11,0,-195.000000,-250.000000,10.519864
12,0,-190.000000,-250.000000,10.526721
13,0,-185.000000,-250.000000,10.533578
14,0,-180.000000,-250.000000,10.540435
15,0,-175.000000,-250.000000,10.546581
16,0,-170.000000,-250.000000,10.551974
17,0,-165.000000,-250.000000,10.557131
18,0,-160.000000,-250.000000,10.562150
19,0,-155.000000,-250.000000,10.567170
20,0,-150.000000,-250.000000,10.572189
21,0,-145.000000,-250.000000,10.575575
22,0,-140.000000,-250.000000,10.578781
23,0,-135.000000,-250.000000,10.581425
24,0,-130.000000,-250.000000,10.584068
25,0,-125.000000,-250.000000,10.586712
26,0,-120.000000,-250.000000,10.588872
27,0,-115.000000,-250.000000,10.590166
28,0,-110.000000,-250.000000,10.591161
29,0,-105.000000,-250.000000,10.591862
30,0,-100.000000,-250.000000,10.592564
31,0,-95.000000,-250.000000,10.593265
32,0,-90.000000,-250.000000,10.593452
33,0,-85.000000,-250.000000,10.593506
34,0,-80.000000,-250.000000,10.593225
35,0,-75.000000,-250.000000,10.592922
36,0,-70.000000,-250.000000,10.592619
37,0,-65.000000,-250.000000,10.592240
38,0,-60.000000,-250.000000,10.591610
39,0,-55.000000,-250.000000,10.590896
40,0,-50.000000,-250.000000,10.590042
41,0,-45.000000,-250.000000,10.589188
42,0,-40.000000,-250.000000,10.588334
43,0,-35.000000,-250.000000,10.587046
44,0,-30.000000,-250.000000,10.585540
45,0,-25.000000,-250.000000,10.583588
46,0,-20.000000,-250.000000,10.581531
47,0,-15.000000,-250.000000,10.579475
48,0,-10.000000,-250.000000,10.577296
49,0,-5.000000,-250.000000,10.574041
50,0,0.000000,-250.000000,10.570479
51,0,5.000000,-250.000000,10.565983
52,0,10.000000,-250.000000,10.561487
53,0,15.000000,-250.000000,10.556991
54,0,20.000000,-250.000000,10.551784
55,0,25.000000,-250.000000,10.545968
56,0,30.000000,-250.000000,10.539007
57,0,35.000000,-250.000000,10.531515
58,0,40.000000,-250.000000,10.524024
59,0,45.000000,-250.000000,10.516532
60,0,50.000000,-250.000000,10.508190
61,0,55.000000,-250.000000,10.499661
62,0,60.000000,-250.000000,10.489930
63,0,65.000000,-250.000000,10.480198
64,0,70.000000,-250.000000,10.470466
65,0,75.000000,-250.000000,10.460593
66,0,80.000000,-250.000000,10.450514
67,0,85.000000,-250.000000,10.440061
68,0,90.000000,-250.000000,10.429306
69,0,95.000000,-250.000000,10.418552
70,0,100.000000,-250.000000,10.407798
71,0,105.000000,-250.000000,10.396839
72,0,110.000000,-250.000000,10.385843
73,0,115.000000,-250.000000,10.374253
74,0,120.000000,-250.000000,10.362658
75,0,125.000000,-250.000000,10.351063
76,0,130.000000,-250.000000,10.339324
77,0,135.000000,-250.000000,10.327219
78,0,140.000000,-250.000000,10.314413
79,0,145.000000,-250.000000,10.300667
80,0,150.000000,-250.000000,10.286922
81,0,155.000000,-250.000000,10.273176
82,0,160.000000,-250.000000,10.258930
83,0,165.000000,-250.000000,10.244487
84,0,170.000000,-250.000000,10.227416
85,0,175.000000,-250.000000,10.209930
86,0,180.000000,-250.000000,10.192443
87,0,185.000000,-250.000000,10.174875
88,0,190.000000,-250.000000,10.156855
89,0,195.000000,-250.000000,10.137816
90,0,200.000000,-250.000000,10.116394
91,0,205.000000,-250.000000,10.094972
92,0,210.000000,-250.000000,10.073550
93,0,215.000000,-250.000000,10.052013
94,0,220.000000,-250.000000,10.030396
95,0,225.000000,-250.000000,10.007234
96,0,230.000000,-250.000000,9.983517
97,0,235.000000,-250.000000,9.959799
98,0,240.000000,-250.000000,9.936082
99,0,245.000000,-250.000000,9.912364
100,0,250.000000,-250.000000,9.888647
0,1,-250.000000,-245.000000,10.395875
1,1,-245.000000,-245.000000,10.402669
2,1,-240.000000,-245.000000,10.409464
3,1,-235.000000,-245.000000,10.416258
4,1,-230.000000,-245.000000,10.423560
5,1,-225.000000,-245.000000,10.431182
6,1,-220.000000,-245.000000,10.438875
7,1,-215.000000,-245.000000,10.446590
8,1,-210.000000,-245.000000,10.454305
9,1,-205.000000,-245.000000,10.461993
10,1,-200.000000,-245.000000,10.469172
11,1,-195.000000,-245.000000,10.476333
12,1,-190.000000,-245.000000,10.483415
13,1,-185.000000,-245.000000,10.490498
14,1,-180.000000,-245.000000,10.497580
15,1,-175.000000,-245.000000,10.503937
16,1,-170.000000,-245.000000,10.509526
17,1,-165.000000,-245.000000,10.514875
18,1,-160.000000,-245.000000,10.520083
19,1,-155.000000,-245.000000,10.525291
20,1,-150.000000,-245.000000,10.530499
21,1,-145.000000,-245.000000,10.534104
22,1,-140.000000,-245.000000,10.537534
23,1,-135.000000,-245.000000,10.540411
24,1,-130.000000,-245.000000,10.543287
25,1,-125.000000,-245.000000,10.546164
26,1,-120.000000,-245.000000,10.548574
27,1,-115.000000,-245.000000,10.550147
28,1,-110.000000,-245.000000,10.551432
29,1,-105.000000,-245.000000,10.552433
30,1,-100.000000,-245.000000,10.553433
31,1,-95.000000,-245.000000,10.554434
32,1,-90.000000,-245.000000,10.554926
33,1,-85.000000,-245.000000,10.555287
34,1,-80.000000,-245.000000,10.555315
35,1,-75.000000,-245.000000,10.555323
36,1,-70.000000,-245.000000,10.555330
37,1,-65.000000,-245.000000,10.555256
38,1,-60.000000,-245.000000,10.554911
39,1,-55.000000,-245.000000,10.554476
40,1,-50.000000,-245.000000,10.553890
41,1,-45.000000,-245.000000,10.553304
42,1,-40.000000,-245.000000,10.552718
43,1,-35.000000,-245.000000,10.551692
44,1,-30.000000,-245.000000,10.550446
45,1,-25.000000,-245.000000,10.548749
46,1,-20.000000,-245.000000,10.546947
47,1,-15.000000,-245.000000,10.545144
48,1,-10.000000,-245.000000,10.543224
49,1,-5.000000,-245.000000,10.540260
50,1,0.000000,-245.000000,10.537000
51,1,5.000000,-245.000000,10.532836
52,1,10.000000,-245.000000,10.528671
53,1,15.000000,-245.000000,10.524507
54,1,20.000000,-245.000000,10.519664
55,1,25.000000,-245.000000,10.514239
56,1,30.000000,-245.000000,10.507720
57,1,35.000000,-245.000000,10.500694
58,1,40.000000,-245.000000,10.493668
59,1,45.000000,-245.000000,10.486642
60,1,50.000000,-245.000000,10.478799
61,1,55.000000,-245.000000,10.470779
62,1,60.000000,-245.000000,10.461603
63,1,65.000000,-245.000000,10.452427
64,1,70.000000,-245.000000,10.443252
65,1,75.000000,-245.000000,10.433932
66,1,80.000000,-245.000000,10.424405
67,1,85.000000,-245.000000,10.414498
68,1,90.000000,-245.000000,10.404287
69,1,95.000000,-245.000000,10.394076
70,1,100.000000,-245.000000,10.383865
71,1,105.000000,-245.000000,10.373429
72,1,110.000000,-245.000000,10.362951
73,1,115.000000,-245.000000,10.351822
74,1,120.000000,-245.000000,10.340686
75,1,125.000000,-245.000000,10.329551
76,1,130.000000,-245.000000,10.318266
77,1,135.000000,-245.000000,10.306601
78,1,140.000000,-245.000000,10.294208
79,1,145.000000,-245.000000,10.280840
80,1,150.000000,-245.000000,10.267472
81,1,155.000000,-245.000000,10.254104
82,1,160.000000,-245.000000,10.240229
83,1,165.000000,-245.000000,10.226154
84,1,170.000000,-245.000000,10.209418
85,1,175.000000,-245.000000,10.192260
86,1,180.000000,-245.000000,10.175103
87,1,185.000000,-245.000000,10.157862
88,1,190.000000,-245.000000,10.140166
89,1,195.000000,-245.000000,10.121441
90,1,200.000000,-245.000000,10.100309
91,1,205.000000,-245.000000,10.079176
92,1,210.000000,-245.000000,10.058044
93,1,215.000000,-245.000000,10.036794
94,1,220.000000,-245.000000,10.015462
95,1,225.000000,-245.000000,9.992547
96,1,230.000000,-245.000000,9.969062
97,1,235.000000,-245.000000,9.945578
98,1,240.000000,-245.000000,9.922093
99,1,245.000000,-245.000000,9.898606
100,1,250.000000,-245.000000,9.875108
0,2,-250.000000,-240.000000,10.350369
1,2,-245.000000,-240.000000,10.357480
2,2,-240.000000,-240.000000,10.364590
3,2,-235.000000,-240.000000,10.371700
4,2,-230.000000,-240.000000,10.379309
5,2,-225.000000,-240.000000,10.387230
6,2,-220.000000,-240.000000,10.395221
7,2,-215.000000,-240.000000,10.403234
8,2,-210.000000,-240.000000,10.411248
9,2,-205.000000,-240.000000,10.419231
10,2,-200.000000,-240.000000,10.426655
11,2,-195.000000,-240.000000,10.434059
12,2,-190.000000,-240.000000,10.441377
13,2,-185.000000,-240.000000,10.448695
14,2,-180.000000,-240.000000,10.456013
15,2,-175.000000,-240.000000,10.462594
16,2,-170.000000,-240.000000,10.468395
17,2,-165.000000,-240.000000,10.473952
18,2,-160.000000,-240.000000,10.479366
19,2,-155.000000,-240.000000,10.484781
20,2,-150.000000,-240.000000,10.490195
21,2,-145.000000,-240.000000,10.494029
22,2,-140.000000,-240.000000,10.497691
23,2,-135.000000,-240.000000,10.500807
24,2,-130.000000,-240.000000,10.503924
25,2,-125.000000,-240.000000,10.507041
26,2,-120.000000,-240.000000,10.509705
27,2,-115.000000,-240.000000,10.511555
28,2,-110.000000,-240.000000,10.513126
29,2,-105.000000,-240.000000,10.514420
30,2,-100.000000,-240.000000,10.515715
31,2,-95.000000,-240.000000,10.517010
32,2,-90.000000,-240.000000,10.517803
33,2,-85.000000,-240.000000,10.518467
34,2,-80.000000,-240.000000,10.518803
35,2,-75.000000,-240.000000,10.519118
36,2,-70.000000,-240.000000,10.519434
37,2,-65.000000,-240.000000,10.519664
38,2,-60.000000,-240.000000,10.519611
39,2,-55.000000,-240.000000,10.519463
40,2,-50.000000,-240.000000,10.519158
41,2,-45.000000,-240.000000,10.518853
42,2,-40.000000,-240.000000,10.518547
43,2,-35.000000,-240.000000,10.517800
44,2,-30.000000,-240.000000,10.516832
45,2,-25.000000,-240.000000,10.515410
46,2,-20.000000,-240.000000,10.513883
47,2,-15.000000,-240.000000,10.512355
48,2,-10.000000,-240.000000,10.510713
49,2,-5.000000,-240.000000,10.508057
50,2,0.000000,-240.000000,10.505112
51,2,5.000000,-240.000000,10.501290
52,2,10.000000,-240.000000,10.497467
53,2,15.000000,-240.000000,10.493644
54,2,20.000000,-240.000000,10.489169
55,2,25.000000,-240.000000,10.484134
56,2,30.000000,-240.000000,10.478048
57,2,35.000000,-240.000000,10.471476
58,2,40.000000,-240.000000,10.464904
59,2,45.000000,-240.000000,10.458331
60,2,50.000000,-240.000000,10.450973
61,2,55.000000,-240.000000,10.443442
