index,scene_id,scene_seed,terrain,track_length_fraction,track_length_m,heading_deg,n_legs,leg_spacing_m,altitude_m,altitude_worst_m,range_reference_altitude_m,depression_deg,range_min_m,floor_clutter_pct,wreck_pct,wreck_tilt_deg,noise_level,speckle_strength,texture_cv,texture_shape,range_max_m,beam_reach_m,range_altitude_cap_m,track_dx_m,range_envelope_source,range_footprint_samples,objects,clusters,elev_rays_required,elev_ray_max_execution,speckle_seed,noise_seed,azimuth_rays_required,estimated_pings,estimated_seconds
0,scene_20260911,20260911,presentation_flat_alongtrack_facies_v4,1.0,100.0,16.4,5,65.1,16.58,16.58,16.58,27.0,0.5,0.0,25.0,35.0,1.0693,0.9041,0.0,0.0,69.3,72.9,331.6,0.2,sampled_survey_footprint,11616,1761,29,1638,8000,1115906387,1115906388,8,2500,93.7
